X,Y,id,vertex_index,vertex_part,vertex_part_index,distance,angle
126.773196841119,37.2392303963579,"1","0","0","0",0.00000000000000,116.32072097818121
126.773241462183,37.2392083231717,"1","1","0","1",0.00004978217507,116.32072097818121
