X,Y,fid,id,vertex_index,vertex_part,vertex_part_index,distance,angle
126.655830146935,37.3848150059503,"1","1","0","0","0",0,303.142797425088
126.655805905012,37.3848308348768,"2","1","1","0","1",2.895212918e-05,302.811262590418
126.655784360613,37.3848445494582,"3","1","2","0","2",5.449133135e-05,302.479727755748
